customer_message,clean_customer_message
"https://www.facebook.com/shopgauvabingo/posts/2354229071554084?__xts__%5B0%5D=68.ARAmTZszBsGFM-_fvWKcl04AJxoHvZMxPZZhFMXY5WsSPaoJGP5Clah0A7Hly-Kybi5msN67rGduqBU16m-iTfUsF17VDguNQjUik0STcD9bK2SBMebER8-aXIt1JQj2sKa-x8TyGlfg16TySbI78g8t6Qs6VAYYrTYUJ-ai_ydwI-9l4AMdWo54rSZqfxjhMe2r9UgUbz6rx-xn7W4nwn4EqqGklW97kYW7KRQd969VVME0U_CthV9b8G6Uabg-nus_uD3vD1XLUnij2rFbb8ePFYprQIwNQ05vYUfD7_RMI84wmynl2Jns4KIqdBkB_O1v7F-ev6RgItDW75qS2rUDI8NN&__tn__=-R
nhầm là xe b - beko chứ
là xe này màu xám nha bạn",https //www facebook com/shopgauvabingo/posts/2354229071554084 __xts__%5B0%5D=68 ARAmTZszBsGFM-_fvWKcl04AJxoHvZMxPZZhFMXY5WsSPaoJGP5Clah0A7Hly-Kybi5msN67rGduqBU16m-iTfUsF17VDguNQjUik0STcD9bK2SBMebER8-aXIt1JQj2sKa-x8TyGlfg16TySbI78g8t6Qs6VAYYrTYUJ-ai_ydwI-9l4AMdWo54rSZqfxjhMe2r9UgUbz6rx-xn7W4nwn4EqqGklW97kYW7KRQd969VVME0U_CthV9b8G6Uabg-nus_uD3vD1XLUnij2rFbb8ePFYprQIwNQ05vYUfD7_RMI84wmynl2Jns4KIqdBkB_O1v7F-ev6RgItDW75qS2rUDI8NN __tn__=-R nhầm là xe b - beko chứ là xe này màu xám nha bạn
"Bạn check tk nha
Ship được trong chiều nay cho mình càng tốt
Đóng thùng gói cẩn thận giúp mình mình đem đi tặng cho chị kia mà",bạn check tài khoản nha ship được trong chiều nay cho mình cũng tốt đóng thùng gói cẩn thận giúp mình mình đem đi tặng cho chị kia mà
"Địa chỉ: toà Glex 52 lê đại hành 
Người nhận : chị Huyền sdt : 038 9604008
Xe đẩy gấp gọn b beko xám",địa chỉ toà glẽ 52 lê đại hành người nhận chị huyền số điện thoại 038 9604008 xe đẩy gấp gọn bạn beko xám
"Mình muốn mua mấy món này shop báo đơn
Và có chế độ khuyến mãi j ko",mình muốn mua mấy món này shop báo đơn và có chế độ khuyến mãi gì không
"Mình đang đặt bể bơi trên shope
Mình muốn mua thêm 1 số đồ chơi tắm thì chọn mẫu nào đc ạ",mình đang đặt bể bơi tròn shope mình muốn mua thêm 1 số đồ chơi tắm thì chọn mẫu nào được ạ
"Mình ở hn thôi
Nhưng mình đặt hàng rồi ah",mình ở hà nội thôi nhưng mình đặt hàng rồi ạ
"Ah ý mình là có những mẫu nào vậy ạ?
Mình ko chọn đc
Mình ko biết mẫu nào ấy
Với bên bạn bán theo set hay có bán lẻ ko ah
Với mình được mua thêm bộ xúc cát giá 65k ấy
Cho mình link luôn",ạ ý mình là có những mẫu nào vậy ạ mình không chọn được mình không biết mẫu nào ấy với bên bạn bán theo set hay có bán lẻ không ạ với mình được mua thêm bộ xúc cát giá 65k ấy cho mình link luôn
Ok c gửi e chưa,ok chị gửi em chưa
"Thế mai bạn giao qua toà hateco, yên sở, hoàng mai giúp mình nhé",thế mai bạn giao qua toà hateco yên sở hoàng mai giúp mình nhé
"Thế ạ
Mai e lại ko ở nhà lúc nào :(",thế ạ mai em lại không ở nhà lúc nào
"Shop ơi cho mình xin số đt với
Mình đặt hàng xe này
https://shopee.vn/Xe-%C4%91%E1%BA%A9y-2-chi%E1%BB%81u-cao-c%E1%BA%A5p-Mastela-i.36371562.3513739177
Trong chiều nay shop chuyển cho mình đc ko
Xe màu đen nhé
Địa chỉ số 24 ngõ 156 hồng mai
Số điện thoại 0986249838
Shop liên hệ mình nhé",shop ơi cho mình xin số điện thoại với mình đặt hàng xe này https //shopê vn/xe-%c4%91%e1%ba%a9y-2-chi%e1%bb%81u-cao-c%e1%ba%a5p-máela-i 36371562 3513739177 trong chiều nay shop chuyển cho mình được không xe màu đen nhé địa chỉ số 24 ngõ 156 hồng mai số điện thoại 0986249838 shop liên hệ mình nhé
ship quy nhơn bao nhiu ạ,ship quy nhơn bao bao nhiêu ạ
ghế này bn ạ,ghế này bao nhiêu ạ
Giá bnhieu shop,giá bao nhiêu shop
https://m.facebook.com/story.php?story_fbid=2351953035115021&id=1454523434857990,https //m facebook com/story php story_fbid=2351953035115021 id=1454523434857990
Gia bn shop,giá bao nhiêu shop
Bộ bàn lego mình có hàng chưa ạ?,bộ bàn lego mình có hàng chưa ạ
Shop ship em nhé,shop ship em nhé
"Mai ship cho anh một cái đến 11b cát linh- hà nội.
Sđt 0983097397
Trước 5h chiều cho anh nhé",mai ship cho anh một cái đến 11b cát linh- hà nội số điện thoại 0983097397 trước 5h chiều cho anh nhé
Bao nhiêu cái này vậy em?,bao nhiêu cái này vậy em
"Huhu thế à
Có về thêm ko b",huhu thế à có về thêm không bạn
Giá bn vậy e,giá bao nhiêu vậy em
DEVELOPER_DEFINED_PAYLOAD,developẻdèned_payload
/show_shop_contact,/shơshop_contact
/show_shop_address,/shơshop_ađé
/show_shop_contact,/shơshop_contact
/buy_product,/buy_product
test gửi link ảnh: https://genknews.genkcdn.vn/thumb_w/660/2019/10/16/zoooming-1571171231439865737700.png,té gửi link ảnh https //genknews genkcdn vn/thumb_w/660/2019/10/16/zôming-1571171231439865737700 png
test post attachment,té post attachment
test gui kem anh,té gui kem anh
"/find_product_by_category{""category_id"":144}",/find_product_by_categỏ categỏ_id 144
"/find_product_by_category{""category_id"":144}",/find_product_by_categỏ categỏ_id 144
https://cf.shopee.vn/file/65fa0eb00b8c83e5f4082e9815ea25a1,https //cf shopee vn/file/65fa0eb00b8c83e5f4082e9815ea25a1
/show_shop_address,/shơshop_ađé
/show_shop_address,/shơshop_ađé
/show_shop_address,/shơshop_ađé
Bên b có cái ghế ăn ji hay k,bên bạn có cái ghế ăn gì hay không
/greet,/grê
/greet,/grê
có giá bao nhiêu,có giá bao nhiêu
https://minio.dev.ftech.ai/sale-bot-images-latest-f85f07c6/2412e0c5d085d8a49abf0e15d02116df.jpg có giá bao nhiêu,https //minio dev ftech ai/sale-bot-imagélaté-f85f07c6/2412e0c5d085d8a49abf0e15d02116df jpg có giá bao nhiêu
Mình cần mua đồ chơi,mình cần mua đồ chơi
Tìm ghế ăn dặm đỏ,tìm ghế ăn dặm đỏ
"/query_knowledge_base{""price"": ""500k - 1M""}",/quẻ_knơedge_bá price 500k - 1m
có giá bao nhiêu ,có giá bao nhiêu
/greet,/grê
xe đẩy gấp gọn joie giá bao nhiêu vậy bạn?,xe đẩy gấp gọn joie giá bao nhiêu vậy bạn
/greet,/grê
mình cần tìm ghế ăn dặm,mình cần tìm ghế ăn dặm
/greet,/grê
"/query_knowledge_base{""price"": ""1M - 2M""}",/quẻ_knơedge_bá price 1m - 2m
cho mình xin giá cái này với ,cho mình xin giá cái này với
"/agree{""object_type"": ""ghe_o_to""}",/agrê object_type ghe_o_to
/greet,/grê
cái này có màu gì ạ ,cái này có màu gì ạ
"/agree{""object_type"": ""ghe_o_to""}",/agrê object_type ghe_o_to
"/query_knowledge_base{""color"": ""Ember""}",/quẻ_knơedge_bá colỏ embẻ
/greet,/grê
tìm sản phẩm,tìm sản phẩm
tìm sản phẩm này ,tìm sản phẩm này
/greet,/grê
Báo giá cho mình cái shop,báo giá cho mình cái shop
/buy_product,/buy_product
/greet,/grê
Mẫu này shop còn ko?,mẫu này shop còn không
Mình muốn mua đồ chơi cho bé,mình muốn mua đồ chơi cho bé
Đồ chơi,đồ chơi
/greet,/grê
/greet,/grê
Alo shop,alo shop
Mình muón mua xe này,mình muốn mua xe này
/greet,/grê
Nhu hình thi gia bao Nhiu shop,như hình thi giao bao bao nhiêu shop
Gia bao Nhiu shop,giá bao bao nhiêu shop
/greet,/grê
/greet,/grê
Có ship hàng qua Nguyễn Tuân k shop,có ship hàng qua nguyễn tuân không shop
?????,
/greet,/grê
Mẫu này giá bn ah,mẫu này giá bao nhiêu ạ
/greet,/grê
Bên mình có medela freestyle like new k ak,bên mình có medela freestyle like new không à
/greet,/grê
Cho mình hỏi bên bạn có máy hút sữa Avent hoa tuyết không ạ?,cho mình hỏi bên bạn có máy hút sữa avent hoa tuyết không ạ
Đang giảm còn 4.990k đúng không ạ?,đang giảm còn 4 990k đúng không ạ
/greet,/grê
"lều còn ko shop
giá bn
còn bóng bn",lâu còn không shop giá bao nhiêu còn bóng bao nhiêu
???,
/greet,/grê
Shop bán ghế này ko,shop bán ghế này không
/greet,/grê
Báo giá mình quây thảm với,báo giá mình quây thảm với
/greet,/grê
cha2o shop,cha2o shop
/greet,/grê
Cái này có kèm thảm và bóng ko bạn,cái này có kèm thảm và bóng không bạn
/greet,/grê
"Mình mua sản phẩm này nha
Giá sao",mình mua sản phẩm này nhựa giá sao
/greet,/grê
O Shop,ơ shop
Nhà mình có bán cầu trượt riêng k ah,nhà mình có bán cầu trượt riêng không ạ
"/find_product_by_category{""category_id"":141}",/find_product_by_categỏ categỏ_id 141
/greet,/grê
"Mình muốn mua bộ cầu trượt
Giá tn b",mình muốn mua bộ cầu trượt giá thế nào bạn
Thank b,thanks bạn
/greet,/grê
Shop ơi ,shop ơi
Shop còn cầu trưowtn này k ạ,shop còn cầu trươn này không ạ
/greet,/grê
"https://www.facebook.com/shopgauvabingo/photos/pcb.2425056854471305/2425056784471312/?type=3&theater
con xe này giá bn à shop",https //www facebook com/shopgauvabingo/photos/pcb 2425056854471305/2425056784471312/ type=3 theater con xe này giá bn à shop
shop đâu rồi?,shop đâu rồi
/greet,/grê
Tìm ghế masterla,tìm ghế masterla
"tìm ghế ăn
cho bé",tìm ghế ăn cho bé
"/query_knowledge_base{""price"": ""2M - 5M""}",/quẻ_knơedge_bá price 2m - 5m
/greet,/grê
"/find_product_by_category{""category_id"":188}",/find_product_by_categỏ categỏ_id 188
"/find_product_by_category{""category_id"":181}",/find_product_by_categỏ categỏ_id 181
"/find_product_by_category{""category_id"":181}",/find_product_by_categỏ categỏ_id 181
/greet,/grê
Chào shop Mình quan tâm tới các sp này Bạn báo giá nhé Bé nhà mình 2tuổi ,chào shop mình quan tâm tới các sản phẩm này bạn báo giá nhé bé nhà mình 2 tuổi
/greet,/grê
Bnhiu v shop,bao nhiêu vậy shop
/greet,/grê
B ơi,bạn ơi
/greet,/grê
hi shop,hi shop
"chị muốn hỏi giá cũi vải greco
và jolie",chị muốn hỏi giá cũi vải greco và jolie
hi,hi
/restart,/réả
"shop ơi, shop có bán xe đẩy ko ?",shop ơi shop có bán xe đẩy không
/restart,/réả
"shop ơi, shop có bán xe đẩy ko ?",shop ơi shop có bán xe đẩy không
Test,té
hel,hel
hello,hello
/start_conversation,/stả_convẻation
https://reviewtcm.com/wp-content/uploads/xe-day-vova.jpg có giá bao nhiêu?,https //reviewtcm com/wp-content/uploads/xe-day-vova jpg có giá bao nhiêu
"/restart
hi shop",/réả hi shop
mình cần mua ghế ăn,mình cần mua ghế ăn
https://reviewtcm.com/wp-content/uploads/xe-day-vova.jpg có giá bao nhiêu?,https //reviewtcm com/wp-content/uploads/xe-day-vova jpg có giá bao nhiêu
/start_conversation,/stả_convẻation
"Chào shop, shop còn mẫu ghế mastela màu ghi, mã 7330 không
Giá bao nhiêu",chào shop shop còn mẫu ghế mastela màu ghi mã 7330 không giá bao nhiêu
Chờ mindh gửi ảnh nhed,chờ mindh gửi ảnh nhed
/start_conversation,/stả_convẻation
Bộ này bao nhiêu vậy bạn? ,bộ này bao nhiêu vậy bạn
Bôk này nè bạn,bô này nè bạn
Shop co bán goi nay kg ạ?,shop có bán gói nay kg ạ
E cảm ơn,em cảm ơn
"Vậy xe scotter còn k ạ
Loại có ư bánh trc ạ",vậy xe scotter còn không ạ loại có ừ bình trước ạ
Loại có 2 bánh trc ạ,loại có 2 bánh trước ạ
hello,hello
ghế ăn dặm,ghế ăn dặm
"/confirm_attribute_value{""price"": ""500k - 1M""}",/confỉ_attribute_value price 500k - 1m
Giá tăng nhanh vậy sao shop oi. 1th trc.chị dâu minh mới mua cua shop minh 500k mà,giá tổng nhanh vậy sao shop ơi 1 tháng trước chị dâu minh mới mua của shop mình 500k mà
Mình xem của shop shoppe,mình xem của shop shopee
Shop cho e hỏi bộ đồ chơi cho bé này có to ko ạ. Bé đứng với tới ko ạ. Do nhìn qua hình nên ko hình dung dc kích cỡ thế nào,shop cho em hỏi bộ đồ chơi cho bé này có to không ạ bé đứng với tới không ạ do nhìn qua mình nên không mình dùng được kích cỡ thế nào
Bộ này ạ,bộ này ạ
Bộ đồ chơi này ạ,bộ đồ chơi này ạ
"Ship Thạch Bnaf, LB phí bnhieu b",ship thạch bnà lb phí bao nhiêu bạn
"K
Quây cũi nhựa để dưới đất ấy ah",không quây cũi nhựa để dưới đất ấy ạ
Chị minh mua đúng mẫu minh gưi b oi.,cho mình mua đúng mẫu mình gửi bạn ơi
Alo ,alo
Mua le dc k shop,mua lẻ được không shop
Cảm ơn b,cảm ơn bạn
/start_conversation,/stả_convẻation
cho e hỏi shop mình còn ghế ăn dặm loại này k ạ ,cho em hỏi shop mình còn ghế ăn dặm loại này không ạ
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/1808095269"", ""product_id"": https://shopee.vn/product/36371562/1808095269}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/1808095269 product_id https //shopê vn/product/36371562/1808095269
"b ơi cho mình hỏi chút
bên mình có quây k k ạ",bạn ơi cho mình hỏi chút bên mình có quây không không ạ
mẫu này kt bn hả b,mẫu này kích thước bao nhiêu hả bạn
"mai ship mình bộ này b nhé
đây là của hãng gì hả b",mai ship mình bộ này bạn nhé đây là của hãng gì hả bạn
Alo,alo
Đăng shopee chưa,đăng shopee chưa
/start_conversation,/stả_convẻation
"shop ơi mình cần mua váy vắt sửa
sưa",shop ơi mình cần mua váy vắt sửa sữa
Bạn ơi ship cho mình 1 thanh chắn cửa và 1 thanh nối 12cm nhé,bạn ơi ship cho mình 1 thanh chắn cửa và 1 thanh nối 12cm nhé
Địa chỉ: số nhà 103 ngõ 22 Tôn Thất Tùng,địa chỉ số nhà 103 ngõ 22 tôn thất tùng
nay vẽ bút lông lên dc dk b,hay vẽ bút lông lên được được bạn
vs lại b báo giá mình chặn cầu thang nha,với lại bạn báo giá mình chắn cầu thang nhà
Bản cho bé 2 tuoi bao nh ạ,bản cho bé 2 tuổi bao nh ạ
Cho m xem màu,cho mình xem màu
Ghế ăn dặm newber ạ,ghế ăn dặm newber ạ
"Báo giá giúp mình bảng vẽ Hola nhé
1 bộ bao gồm những gì nhỉ",báo giá giúp mình bảng vẽ hola nhé 1 bộ bảo gồm những gì nhỉ
"Đây nè, bộ sp shop vừa đăng đó",đây nè bộ sản phẩm shop vừa đăng đó
Mẫu cầu trượt này báo giá giúp e nhé ,mẫu cầu trượt này báo giá giúp em nhé
"ship giup m den dchi: 57 Ly Thuong Kiet, HK, HN,
sdt: 0902257752
nhưng mà bạn giao vao T2 giup m",ship giúp mình đến dchi 57 ly thuong kiet hk hà nội số điện thoại 0902257752 nhưng mà bạn giao vao t2 giup mình
"/query_knowledge_base{""object_type"": null}",/quẻ_knơedge_bá object_type null
"Gồm bảng, ghế và gì nữa ko shop",gồm bóng ghế và gì nữa không shop
Mình đang hỏi bộ bảng holla này,mình đang hỏi bộ bảng holla này
Bộ này bao nhiêu vậy shop ơi,bộ này bao nhiêu vậy shop ơi
Báo giá giúp mình,báo giá giúp mình
"Thấy shopee báo hết hàng
K biết phí ship về Huế thế nào ạ
Sợ cồng kềnh",thấy shopee báo hết hàng không biết phí ship về huế thế nào ạ sợ cồng kềnh
cảm ơn shop,cảm ơn shop
Hôm nay hay ngư nào b nhỉ,hôm nay hay ngư nào bạn nhỉ
"Alo
Shop ơi!",alo shop ơi
1 bộ gồm ghế bàng vẽ và bút màu hả shop,1 bộ gồm ghế bàn vẽ và bút màu hả shop
Shop có ghế ăn dăm k,shop có ghế ăn dặm không
"/confirm_attribute_value{""price"": ""100k - 500k""}",/confỉ_attribute_value price 100k - 500k
/start_conversation,/stả_convẻation
Mình mua mất rồi,mình mua mất rồi
Shop ơi bảng này có bộ chữ nam chân đi kèm ko? ,shop ơi bóng này có bộ chữ nam chân đi kèm không
"Giống hình ko shop
Bữa cũng có shop bán loại này
Nhưng khi giao lại là mẫu khác",giống hình không shop bữa cũng có shop bán loại này nhưng khi giao lại là mẫu khác
Bạn ơi bộ này bao tiền ạ,bạn ơi bộ này bao tiền ạ
Ngựa này hàng về hả shop?,ngựa này hãng về hả shop
2 bộ này bn ạ,2 bộ này bao nhiêu ạ
"Mình Ck roi
Ban gửi địa chỉ nay cho mình",mình chuyển khoản rồi bạn gửi địa chỉ này cho mình
/start_conversation,/stả_convẻation
Bộ đồ chơi nấu ăn giá bn ạ,bộ đồ chơi nấu ăn giá bao nhiêu ạ
Bộ xanh size nhỏ có sẵn ko shop,bộ xanh size nhỏ có sẵn không shop
Tks shop ạ có j e báo lại,thanks shop ạ có gì em báo lại
Thanh chắn cầu thang bn a,thanh chắn cầu thang bao nhiêu ạ
lam bang inox hay sat vay b?,làm bằng inox hay sat vay bạn
thanh chan cau thag b moi gui gia do b,thanh chan cau thag bạn mới gửi gia do bạn
Bn shop oi,bao nhiêu shop ơi
Cho minh xin gia nhe ,cho mình xin giá nhé
/start_conversation,/stả_convẻation
Bộ nay bn b,bộ này bao nhiêu bạn
"Mấy chữ trên bản
La co sẵn lun hay la k co ạ",lấy chữ trên bản la co sẵn lun hay là không có ạ
/start_conversation,/stả_convẻation
Bn một bộ này vậy shop,bao nhiêu một bộ này vậy shop
Cả bộ hả b ?,cả bộ hả bạn
"/query_knowledge_base{""object_type"": null}",/quẻ_knơedge_bá object_type null
mình gửi ảnh ở trên đó b,mình gửi ảnh ở trên đó bạn
Ship về hp mất phí bnhiu b ơi,ship về hp mất phí bao nhiêu bạn ơi
Bộ này bn vậy shop,bộ này bao nhiêu vậy shop
1m8x2m,1m8x2m
2 loại này khác nhau như the nào ah,2 loại này khác nhau như thế nào ạ
Giá bnh shop,giá bao nhiêu shop
Ngựa này thì sao ạ,ngựa này thì sao ạ
Loại này bn vậy bạn,loại này bao nhiêu vậy bạn
Loại này bn vậy bạn,loại này bao nhiêu vậy bạn
bạn ơi,bạn ơi
cho mình hỏi,cho mình hỏi
"mình muốn mua câu trượt cho bé thì m nên chọn loại nào sau đây ạ
bạn cho m xin gia sp nhe",mình muốn mua cầu trượt cho bé thì mình nên chọn loại nào sau đây ạ bạn cho mình xin giá sản phẩm nhé
Bộ holla vương miện giá tnao bạn,bộ holla vương miện giá thế nào bạn
/start_conversation,/stả_convẻation
E xin giá ạ,em xin giá ạ
Bộ này bn shop,bộ này bao nhiêu shop
M muốn hỏi bảng vẽ và ghế,mình muốn hỏi bản vẽ và ghế
"/confirm_object_type{""object_type"": ""ghe_da_nang""}",/confỉ_object_type object_type ghe_da_nang
Cho t xin giá nhé,cho tớ xin giá nhé
Bn vậy shop ơi,bao nhiêu vậy shop ơi
Có trên shopee k shop,có trên shopee không shop
Thank b nhé,thanks bạn nhé
E ơi còn giấy khô này k?,em ơi còn giấy khô này không
Đúng r ạ,đúng rồi ạ
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/2683155297"", ""product_id"": ""https://shopee.vn/product/36371562/2683155297""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/2683155297 product_id https //shopê vn/product/36371562/2683155297
