sentence,og_sentence,kmeans_cluster,x,y
bây giờ mình lấy ra dùng nó cứ báo lỗi e3,Bâu giờ mình lấy ra dùng nó cứ báo lỗi E3,0,8.845899,2.735153
cách đây 2 tháng mình có mua máy sấy tiệt trùng tia uv bên mình,Cách đây 2 tháng mình có mua máy sấy tiệt trùng tia Uv bên mình,0,-7.558721,-0.463784
chứ phải mua thêm hả bạn,chữ phải mua thêm hả b,1,-45.461933,5.04821
có kèm cả chữ và bút chứ bạn,có kèm cả chữ và bút chứ b?,0,15.787965,-0.646181
shop mình ở đâu ạh,Shop mình ở đâu ạh,2,-15.72468,-41.848186
bữa trước bạn mình mua ở shop mình 1800k,Bữa trước bạn mình mua ở shop mình 1800k,2,-18.560629,-30.045425
hết sale rồi ạh,Hết sale rồi ạh,4,-11.403006,26.455832
đợi mình chut,Đợi m chut,2,-1.848661,-52.830547
bơm được 1 tuần thì xẹp như thế nào,Bơm đc 1 tuần thì xẹp ntn,4,-30.668259,63.101578
mình mua con thú nhún bên bạn,M mua con thú nhún bên b,4,-44.281654,29.269142
chỉ còn đèn thôi à bạn,Chỉ còn đen thôi à b,1,-22.544172,-19.261404
mình huỷ đơn hàng nhé,Mình huỷ đơn hàng nhé,1,-34.385605,12.768012
nhà mình tạm thời chưa có chỗ để,Nhà mình tạm thời chưa có chỗ để,1,-44.512508,9.787676
size bé nhất nhé,Size bé nhất nhé,2,-33.757549,-31.754349
mẫu ngôi nhà,Mẫu ngôi nhà,3,37.757633,-16.308886
cho mình cái quây tròn nha,Cho mình cái quây trên nha,3,45.892269,-34.283333
giao cho mình luôn nhé,Giao cho mình luôn nhé,3,50.89447,-29.279016
đó cũng được,Đỏ củng được,4,-35.282032,28.909584
đàn luôn hôm nay nhé,Đến luôn hôm nay nhé.,5,33.075336,6.585682
số nhà 25 ngõ 210 đội cấn hà nội nhé,"Số nhà 25 ngõ 210 đội cấn ,HN nhé",0,10.757303,17.738676
đưa đến nhà cho mình một cái được không,Đưa đến nhà cho mình một cái được ko,3,37.041477,-31.25297
mình mới chuyển roi shop nhé kiểm tra dùm mình,Mình mới chuyển roi shop nhe. Kiểm tra dùm mình.,0,23.415735,10.105776
mai hôm em mua nôi tự động cho bé,Mọi hôm e mua nôi tự động cho bé,3,21.422686,-12.451732
thêm cái này nua nhe,Them cai nay nua nhe,0,6.242959,22.980328
teck nhe,Teck nhe,2,5.642212,-70.167007
mình ở dãy a5- tổ 16 khu tái định cư thạch bàn - log biên - hà nội gần ngõ 68 nguyễn văn minh,Mình ở dãy a5- Tổ 16 Khu tái định cư Thạch Bàn - Log Biên - hà nội ( gần ngõ 68 Nguyễn Văn Linh ),0,-2.724434,-13.250006
đàn bác bạn ạ,Đen basic bạn ạ,2,-27.737398,-43.85767
trong giờ hành chính nhé,Trong h hành chính nhé,5,61.986694,28.119452
0988548458,0988548458,0,6.803919,-17.620523
mấy giờ giao được cho chị,Mấy giờ giao dc cho c,2,6.937549,-45.236958
vì chị không biết lắp,Vì c k biết lắp,1,-34.615879,-13.267366
em lắp hộ chị nhé,Em lắp hộ c nhé,4,-33.002838,31.151701
chị tưởng tặng đệm mùa đông,C tưởng tặng đệm mùa đông,4,-3.177677,36.294697
lắp chắc chắn cho chị nhé,Lắp chắc chắn cho c nhé,1,-27.947069,-9.133966
tính cà mau,Tỉnh cà mau,2,-24.895021,-37.228325
size lớn hết size nhỏ còn kg shop,"Size lớn hết,size nhỏ còn kg shop",4,-15.07735,23.874043
size lớn nhất,Size lớn nhất,2,5.516769,-28.864565
bao giờ có hàng mình đặt ạ,bao h có hàng m đặt ạ,5,43.600994,30.395981
nhựa có chắc chắn kob,nhựa có chắc chắn kob,4,-19.573748,20.933655
cài này lặp với cầu trượt được không bạn nhỉ,cài này lặp với cầu trượt đc k b nhỉ,2,-20.868919,-56.626846
shop tư vấn cho tớ cái quây,shop tư vấn cho t cái quây,3,19.847483,-39.721622
cao còn kích thước 1 8x2m hả shop,"Cam còn kích thước 1,8x2m hả shop",4,3.550451,29.490341
1 8 x2m ạ,"1,8 x2m ah",5,10.10399,26.177393
đức trọng lâm đồng ạ,"Đức trọng, lâm đồng ạ",5,20.707621,41.770805
ghế như thế này bạn ạ,Ghế như thế này bạn ạ,4,-32.81982,61.725323
gửi cho cái này nha shop,Gui cho cai nay nha shop,3,28.764423,-7.956015
bóng hả bạn xích thước thế nào,Bảng hả b? Kích thước thế nào?,4,-25.544037,62.768852
thôi vận chuyển cước rẻ nhất cho chị,thôi vận chuyển cước rẻ nhất cho chị,0,5.799244,-2.158443
sao đắt vậy,sao đắt vậy ?,2,-11.195884,-51.024818
phí cao biêu,phí cao biêu ?,4,-7.705672,44.15094
lâu quá,Lâu quá,1,-57.577377,29.769888
cho van chua nhan được hàng,Chi van chua nhan dc hang ????,1,-28.386957,-5.175256
chị vẫn chưa nhận được hàng,chị vẫn chưa nhận đc hàng,1,-63.981419,-20.453941
shop nhận được tiền báo mình nhé,shop nhân đc tiền báo mình nhé,1,-63.144405,-15.589152
vậy để mình mua trên tiki,vay de minh mua tren tiki,5,32.863674,55.531544
0908074623 diễm,0908074623 diễm,3,49.70578,-28.997541
đây ạ,Đây ạ,5,68.9842,49.742558
shop,Shop,4,-66.779816,41.690483
cho mình canh dương,Cho mình xanh dương,3,50.232861,-32.011517
0862729127,0862729127,5,41.140427,41.060745
số 7 ngõ 126 mễ trì hạ,Số 7 ngõ 126 mễ trì hạ,4,5.03978,52.390999
được không,Được ko,2,-32.743053,-65.211563
về hà đông có,Về Hà Đông cơ,5,17.583244,23.803392
mai thứ 7 mình lại nghỉ,Mai thứ 7 mình lại nghỉ,4,-18.150167,45.770359
có nhu cầu mình liên hệ sau,Có nhu cầu mình liên hệ sau,4,-27.698315,39.536037
được nhé s,đc nhé s,4,-7.711394,45.294266
hàng chuyển hàng đúng không s,hàng chuẩn hãng đúng k s,2,-25.844791,-53.012711
0969520094,0969520094,1,-63.116425,4.159434
số 46 ngách 322/90 đường mỹ đình,Số 46 ngách 322/90 đường Mỹ Đình,0,14.499651,-0.762281
shop có chưa ạ,Shop có chưa ạ?,3,30.394054,-5.84252
size to ai,Size to ai,1,-29.606804,-19.47908
cửa hàng có những mẫu gì ạ,Cửa hàng có những mẫu gì ạ?,1,-25.850138,-6.054307
cho mình bộ nhs s,Cho minh bo nhs s,3,47.635715,-33.314465
mình qua mua,mình qua mua,5,27.982225,46.113697
mẫu 1015,mẫu 1015,2,17.872087,-53.565434
mẫu đầu mimhf gửi hạ thấp được đúng không bạn,Mẫu đầu mimhf gửi hạ thấp đc đúng k b,2,-22.394333,-53.810787
mẫu này ạ,Mẫu này ạ,1,-45.220921,-35.78223
hay băgs buộc lấy cả setạ,Hay băgs buộc lấy cả setaj,0,11.723372,3.797674
tủ này ình muốn lấy 1 tủ 5 ngăn kia thôi được không ạ,Tủ này ình muốn lấy 1 tủ 5 ngăn kia thôi dc ko ạ,2,-14.308495,-47.930248
shop cho mình hỏi,Shop cho mình hỏi,3,64.696678,-34.108013
0983242467,0983242467,2,-11.220578,-51.001587
em cho người qua lắp hoặc đổi hàng cho chị đi em,E cho người qua lắp hoặc đổi hàng cho c đi e,0,1.931969,18.350756
bên em trả lời sớm giúp chị,Bên e trả lời sớm giúp c,0,-1.102786,-18.419315
không thể lắp ráp được,Ko thể lắp ráp dc,3,13.77448,-19.752045
chị gọi cho bên em không được,C gọi cho bên e ko dc,3,15.365591,-29.275238
chị gọi rồi nhé,C gọi rồi nhé,1,-54.388725,25.216724
còn cầu trượt với xích đu thì sao hả chị,Còn cầu trượt với xích đu thì sao hả c,1,-48.072769,-11.540875
cái quây bóng có những kích cỡ như thế nào,Cái quây bóng có những kích cỡ ntn?,4,-31.674065,61.669067
bên chị có nhận đơn đặt hàng này kg ạ,Bên Chị có nhận đơn đặt hàng này kg ạ?,5,20.832973,30.285658
khoảng mấy ngày có hàng,Khoảng mấy ngày có hàng,5,37.911366,28.136438
mấy ngày có hàng em ở thành phố hồ chí minh q11,"Mấy ngày có hàng, em ở tphcm q11",2,4.685987,-77.629189
đâu đúng không em,Đây đúng ko e?,2,-31.234846,-60.106197
bao lâu thế em,Sao lâu thế e,1,-61.472485,1.476541
chị đang cần ngay,C đang cần ngay,5,25.158539,41.03236
ối,Ối,3,41.157307,-34.90715
nhà chị con gái 2 5 con trai 1 tuổi,nhà c con gái 2.5 con trai 1 tuổi,1,-32.327232,-24.806923
0944110192,0944110192,5,16.157192,42.234364
số 14 ngõ 36 hoàng ngọc phách đống đa hà nội nhé,"Số 14 ngõ 36 hoàng ngọc phách, đống đa, hn nhé",5,23.082914,12.853454
140x140,140x140,2,-9.269617,-55.790031
cho mình 1 cái 132x132 nhé và cái thảm này,Cho mình 1 cái 132x132 nhé và cái thảm này,3,52.008434,-29.006132
mình đặt rồi đó bạn,Mình đặt rồi đó bạn,5,55.141087,38.606602
thành phố hồ chí minh,TPHCM,2,4.962086,-82.394653
mình muốn đặt mua cái này,Mình muốn đặt mua cái này,5,37.742954,49.209778
cho mình hỏi là phần cối xay và phần hấp của máy là thuỷ tinh hay nhựa vậy bạn,Cho m hỏi là phần cối xay và phần hấp của mây là thuỷ tinh hay nhựa vậy b,3,21.39921,-13.02307
được khu tập thể lữ đoàn 649- đại bản - an dương- hải phòng,Đc : khu tập thể Lữ Đoàn 649- Đại Bản - An Dương- Hải Phòng,1,-29.408119,3.626097
cho mình hỏi thông tin về sản phẩm với ạ,Cho m hỏi thông tin về sp với ạ,3,55.040878,-27.769682
mình có ghế rồi,M có ghế r,1,-28.074957,9.194236
mình không,M ko,1,-65.811813,-12.925278
một bộ gồm những gì vậy shop,Một bộ gồm những j vậy shop,5,15.473414,46.658451
cho em bé,Cho em bé,2,11.149841,-39.769268
vô lăng tay lái,Vô lăng tay lái,4,2.489304,43.35323
thôi huỷ đơn hộ em nhé,Thôi huỷ đơn hộ e nhé.,2,-30.326445,-50.260609
sao lúc em hỏi thì không nói luôn đi để em hỏi đi hỏi lại,Sao lúc e hỏi thì k nói luôn đi để e hỏi đi hỏi lại,5,30.061243,12.610609
báo t2 hãng mới về,Báo t2 hàng mới về,0,-22.003448,6.241022
mình vừa gọi bên bạn em,M vừa gọi bên bạn e,3,38.586494,-21.52557
mình ngay bên khác sạn shẻton,M ngay bên khách sạn sheraton.,3,37.903328,-2.206486
hết ctkm rồi à bạn,Hết ctkm rồi à bạn,0,6.732356,-10.361522
gửi chậm là gửi như thế nào nhỉ,Gửi chậm là gửi ntn nhỉ?,4,-30.94173,63.844296
mình ở hạ long qn,"Mình ở Hạ Long, qn",2,-13.606641,-37.515568
mình bật rồi,Mình bật rồi,0,10.159341,-2.1276
mình mua pin mới về thay rồi nhưng cũng không hoạt động,Mình mua pin mới về thay rồi nhưng cũng ko hoạt động,0,-18.867546,10.373442
cái đàn này không chạy,Cái đàn này ko chạy,2,-16.661604,-26.721169
11 cánh là mét mấy vậy shop,11 cánh là mét mấy vậy shop,0,-8.619435,5.783197
em đặt rồi đó,E đặt r đó!,1,-28.598782,9.128424
không ăn phú xã eadrong huyện cưmgả đaklak 0975068066,"Thôn an phú, xã eadrong, huyện cưmgar, đaklak.
0975068066",1,-26.541952,-5.369198
vậy em lấy 1 cái nhé,V e lấy 1 cái nhé,3,52.999813,-8.45485
tưởng hoàn hữu nam hẻm 319 số nhà 20/6d phường tân phú quận 9,Đường hoàn hữu nam hẻm319 số nhà 20/6D phường tân phú quận 9,0,16.553062,2.558614
lấy một cái nha,Lây môt cái nha,1,-20.534422,-17.66107
bạn nói còn hàng,Bạn nói còn hàng,1,-27.515409,-21.134014
mình đặt từ tuần trước,Mình đặt từ tuần trc,5,51.393459,31.82679
mình chốt mẫu này nha,Mình chốt mẫu này nha,1,-30.870813,-27.173225
có bidv thì càng tốt,Có Bidv thì càng tốt,0,4.387697,8.126598
bộ trước thì 1 bàn 1 ghế,Bộ trc thì 1 bàn 1 ghế,0,-0.46457,13.212672
1 bàn 2 ghế ạ,1 bàn 2 ghế ah,0,-1.973447,-5.612045
phí cao vậy ạ,Phí cao vậy ạ,4,4.199388,74.022835
bắc ninh ạ,Bắc ninh ạ,1,-32.512669,12.589048
loại nayd hết rồi đúng không bạn,Loại nayd hết roi dung ko ban,2,-24.336134,-56.161976
đầy đủ phụ kiện như hình đúng không bạn,Đầy đủ phụ kiện như hình đúng k b,2,-23.783495,-54.057198
mình bảo qua lấy thì bạn bảo bạn giao còn gì,M bảo qua lấy thì b bảo b giao còn j,0,-7.033288,-9.206771
mình vẫn mua bên bạn mấy đồ rồi gần nên toàn tự qua lấy,Mình vẫn mua bên bạn mấy đồ rồi. Gần nên toàn tự qua lấy,0,-2.152436,-13.202299
thường 0985821986 số 41 ngách 64 ngõ 124 âu cơ-tứ liên -tây hồ-hn,Phương 0985821986 Số 41 ngách 64 ngõ 124 Âu Cơ-Tứ Liên -Tây Hồ-HN,0,-10.127662,-5.667231
đây,Đây,5,68.85289,21.903578
bàn nhạc mình thấy có loại khác nữa,Bản nhạc mình thấy có loại khác nữa,0,-6.377293,-16.283709
cốc tập uống,Cốc tập uống,4,-14.680287,38.129799
3 sản phẩm đấy nhé,3 sp đấy nhé,4,-10.249208,24.812418
bạn thảm bóng nhạc cốc tập uống 3 giai đoạn thú nhún ngựa,"Bàn thả bóng nhạc , cốc tập uống 3 giai đoạn , thú nhún ngựa",0,0.758209,15.155747
giờ bạn giao luôn được không,Giờ bạn giao luôn đc k,2,-25.729059,-49.891514
mình ở thuý lĩnh- lĩnh nam,Mình ở thuý lĩnh- lĩnh nam,2,-8.665179,-26.925119
bé nhà mình 6m20d đã dùng được chưa bạn,Bé nhà mình 6m20d đã dùng đc chưa b,1,-47.399216,2.646942
mình nhận được tiền rồi nhé,Mình nhận đc tiền rồi nhé,1,-62.418602,-21.43165
84253828 bạn nhé,84253828 bạn nhé,2,2.864231,-51.373043
vote trước 3h hộ mình,Note trc 3h hộ mình,0,-8.737617,-9.879985
0976973633,0976973633,4,-26.580505,23.913624
mình gửi tiền mặt rồi,Mình gửi tiền mặt rồi,1,-34.63279,3.90905
nhà mình trước 10h30 phải về quê rồi,Nhà mình trc 10h30 phải về quê rồi,1,-36.696468,21.059422
uh,Uh,2,-57.329479,-56.256481
bé 5 tháng đã dùng được chưa ạ,Bé 5 tháng đã dùng dk chưa ạ,1,-45.622276,-24.754698
nên phải hỏi kỹ xíu ạ,Nên phải hỏi kỹ xíu ạ,0,-13.65927,-7.004148
tại em không đi mua được trực tiếp,Tại e k đi mua đc trực tiếp,1,-25.319202,5.117393
0976166001,0976166001,2,-19.02404,-28.154976
52 trần quốc tảng - khu 3 - phường hải hoà - thành phố móng cái,52 Trần quốc tảng - khu 3 - phường Hải hoà - tp móng cái,3,17.551907,-14.987453
ở đak lak ạ,Ở đak lak ạ,0,25.147551,1.485095
cái này ạ,Cái này ạ,5,56.348839,10.477806
uh em ạ nếu có bộ đấy thì chị vẫn lấy,"Ừh em ạ, nếu có bộ đấy thì chị vẫn lấy",0,-0.247469,-8.605129
em vẫn chưa chuyển lại tiền cho chị,Em vẫn chưa chuyển lại tiền cho chị,0,-0.396893,-3.426223
vietcombank 0011004295858 dương ngọc mai ————— techcombank 19026708018015 dương ngọc mai,"Vietcombank
0011004295858 
Dương Ngọc Mai

—————
Techcombank
19026708018015
Dương Ngọc Mai",3,19.735666,-27.584877
em giúp chị ckhoan lại vậy,Em giúp chị ckhoan lại vậy,2,-3.561381,-27.907629
nếu hết hải cẩu rồi thì thôi chị không lấy nữa em ạ,Nếu hết hải cẩu rồi thì thôi chị k lấy nữa em ạ,0,15.506581,-13.778304
mẫu con hải cẩu đẹp hơn,Mẫu con hải cẩu đẹp hơn,0,-1.08569,21.146387
mẫu này chị không thích em ạ,Mẫu này chị ko thích em ạ,3,44.196606,-19.452824
nếu giao hôm nay được thì luôn hộ chị nha,Nếu giao hnay được thì luôn hộ chị nha,0,9.102101,11.765969
chị ckhoan rồi em check nhé,Chị ckhoan rồi em check nhé,4,-11.755201,25.052658
bộ nào hết bônnao 830 ha bạn,Bọ nao hết bônnao 830 ha b,3,28.467562,-5.253607
sgip nha bạn đi lâu chưa,Sgip nha b đi lau chua,0,-3.002071,-7.901728
bg tớ nhận được rồi,Bg t nhận đc r,1,-62.811096,-22.876535
bạn bé hôm nay dậy sớm,Bạn bé hnay dậy sớm,0,-8.147015,-2.129384
3h bạn gọi ho mình,3h b goi ho m,0,-8.871702,9.132448
3h bạn gọi ho minh,3h b goi ho minh,0,-8.451364,8.712048
uh bạn,Uhm b,5,15.578664,72.280624
nếu đi ngang mình ghé lấy luôn,Nếu đi ngang mh ghé lấy luôn,1,-31.974913,-14.442538
mà mai mình bay rồi,Mà mai mh bay rùi,0,12.482484,12.146739
mình đang ở hà nam,Mh đag ở hà nam,2,-28.327591,-45.212265
mình muốn mua mài xám,M muốn mua mài xám,5,42.115894,62.51545
để đi du lịch và có mái che,Đê đi du lịch và có mái che,0,22.234728,1.930896
hé lu,hé lu,4,-43.719017,35.416191
thành phố hồ chí minh,Tphcm,2,4.962086,-82.394653
được ạ,Đc ạ,3,63.253979,-10.593135
cố gắng giao giúp em trước 5h ạ,Cố gắng giao giúp e trước 5h ạ,0,-8.651072,-15.03074
mình vừa chuyển rồi ạ,Mình vừa chuyển rồi ạ,4,-30.396786,19.206419
mai mình qua lấy ạ,Mai mình qua lấy ạ,5,12.146689,56.685398
mình nhận được rồi nhé,Minh nhan dc roi nhe,1,-63.496876,-22.774858
4h30 nha em có người ve nhan hang chị nhé,4h30 nha e co người ve nhan hang c nhe,1,-29.876219,-4.372014
chốt mau xanh lá bạn nhé,Chốt mau xanh la b nhe,2,-1.41364,-26.565605
vậy thôi chị ạt,Vậy thôi c ạt,0,-17.649136,-2.312299
minh thì cho vào đâu bạn,Đinh thì cho vào đâu b,4,-4.996361,57.535278
định bày lgi hả bạn,Đinh bày lgi hả b,4,-25.540487,36.244114
cái lót này mình kb lắp đâu,Cái lót này mình kb lắp đâu,0,-8.560984,-8.338408
cái này lắp như thế nào nhỉ,Cái này lắp ntn nhỉ,4,-32.288651,65.544029
chó nhà chị ở tô vào được không ạ,Chô nhà c ô tô vào dc k ạ,2,-22.367834,-58.843117
để mình chạy qua,Để mình chạy qua,5,25.950867,57.587231
đệm tháo ra vệ sinh được ạ,Đệm tháo ra vệ sinh đc ạ,0,-14.171564,-3.966178
mình gửi nha,Mình gửi nha,1,-57.919952,18.753273
mình ở q7- hồ chí minh ạ,Mình ở q7- Hcm ạ,2,4.755875,-77.838531
chắc mình phải đặt thêm thanh nối 12 rồi ạ,Chắc mình phải đặt thêm thanh nối 12 r ạ,3,30.20421,-16.30014
nha,Nha,2,-39.497158,-47.281929
bạn chỉ mình với,B chỉ mình vs,3,25.3529,-45.280861
shop ở đâu,Shop ở đâu,5,56.770988,21.051252
bên đầy đủ của máy là gì vậy shop,Tên đầy đủ của máy là gì vậy shop?,0,-1.229976,24.157473
không check cho mình à,Ko check cho m à?,3,52.411419,-35.072643
