sentence,og_sentence,kmeans_cluster,x,y
cho mình 1 bộ này nua,Cho minh 1 bộ này nua,1,-45.01976,-38.141552
tất cả các thùng bạn đưa hk co to hướng dẫn nào cả,Tất cả các thùng bạn đưa hk co to hướng dẫn nào cả,0,57.778328,-4.168827
ôi thế nếu hk lắp được thì lại phải gọi den lắp à,Ôi thế nếu hk lắp dc thì lại phai gọi den lắp à,3,-0.194971,16.840511
mình tưởng bên bạn sẽ lắp ráp luôn cho chứ,Minh tuong bên bạn sẽ lắp ráp luôn cho chứ,3,-0.508275,6.365855
lắp cầu trượt với xích đu có khó hk bạn,Lắp cầu trượt vs xích đu có khó hk b ?,3,-4.302819,-26.797613
0933336112,0933336112,5,79.517357,-39.713882
11t cư xá phú lâm d f10 q6,11T cư xá phú lâm D f10 Q6,5,43.100098,-36.564198
uh em,Uhm e,2,3.722441,25.566595
mình ỏ rồi đó,Mình ord r đó,2,11.959302,34.682194
mình vừa chân mà báo hết hàng rồi,Mình vừa chọn mà báo hết hàng r,4,-45.550171,28.531002
sản phẩm hết hàng rồi hả,Sp hết hàng r hả,4,-43.028576,5.529844
em bỏ mèo đi cho chị,Em bỏ mèo đi cho chị,3,18.99375,7.746309
thế chị lấy thỏ thôi em,Thế chị lấy thỏ thôi em,1,-12.329082,-28.745184
oh chị lấy cả thỏ mà,Oh chị lấy cả thỏ mà,3,13.359149,-1.760122
cho nh size 45 cũng được,Cho nh sz 45 cũng đc,0,27.744574,20.084764
cho mình size bằng con thỏ nhé,Cho mh sz bằng con thỏ nhé,3,-23.300009,-8.480053
năm lu hoà sơn lương sơn hoà bình,Năm lu hoà sơn lương sơn hoà bình,0,52.830544,52.933907
vì công ty nên giờ hành chính thôi,vì cty nên gio hanh chính thôi,2,5.269251,40.440376
t2 nhé,t2 nhé,0,55.839657,23.825729
giờ hành chính nhé,giờ hành chính nhé,2,-18.2421,42.977692
thanh toán tiền mặt được không shop,Thanh toán tiền mặt đc ko shop,2,-27.695879,29.104172
nếu đặt hàng em báo à,Nếu đặt hàng e báo ak,4,-45.395313,25.212683
có chỉ có 1 chức năng tiệt trùng bình hay sao shop,Có chỉ có 1 chức năng tiệt trùng bình hay sao shop,1,-19.629227,-35.425167
loại nào tốt chị,Loại nào tốt c,1,-0.764252,-61.001514
em thấy shop đăng có 1 loại thôi mà,E thấy shop đăng có 1 loại thôi mà,1,-49.164131,-52.488033
có mấy loại à,Có mấy loại ak,1,-34.343281,-63.264072
còn cái này bạn,Còn cai nay b,1,-18.386133,-70.317726
mấy giờ bên bạn nghỉ để mình qua lấy được không,mấy giờ bên bạn nghỉ để mình qua lấy đc ko,4,-61.536858,26.947073
mình ở hà nội,Mình ở HN,2,-20.34934,79.265297
bé rất thích an,Bé rất thích an,2,28.628714,47.293144
gửi shop,Gửi shop,4,-54.156822,-13.944987
không nhưng bé mà cả nhà đều rất thích,Không những bé mà cả nhà đều rất thích,3,-5.697623,7.578147
nhận hàng xong em chuyển nốt hay trả tiền cho nhân viên giao hàng ạ,Nhận hàng xong em chuyển nốt hay trả tiền cho nhân viên giao hàng ạ?,2,-3.13853,35.18285
cho mình xin hình với,Cho mình xin hình vs,1,-39.050579,-31.280375
nói là lấy đồ cho nhân vô lăng ô tô bạn nhé,Nói là lấy đồ cho Ngân: vô lăng ô tô b nhé,3,29.350664,11.290878
gần 10 ngày ròi,Gần 10 ngày ròi,0,92.39785,20.302944
vậy ạ,vậy ạ,1,-33.227661,-67.59864
minh ngọc,Minh Ngọc,2,-1.505007,79.076485
0903043087,0903043087,5,60.403336,-40.222271
d23-14-03 chung cư belleza phạm hữu lầu quận 7 hồ chí minh,"D23-14-03 chung cư Belleza, phạm hữu lầu,quận 7, hcm",0,41.969955,64.530472
mình lấy cái sáy,Mình lấy cái Sassy,3,16.327951,5.369463
cho mình coi lại với,Cho mình coi lại với,4,-32.342285,-12.445182
không nhớ,K nhớ,0,27.559464,34.3148
ủa nhìu loại nữa hả,Ủa nhìu loại nữa hả,0,52.230789,-7.875534
không pik lm s lun,K pik lm s lun,0,95.399879,2.778672
moh giờ lm mat soi day,Moh h lm mat soi day,5,36.670197,-55.011993
máy này,May nay,1,-18.974771,-73.33564
rèn shop à,Refin shop à,3,42.804825,-8.402412
cho mình hỏi quây nhựa cond không shop,Cho m hỏi quây nhựa cond ko sh,3,-3.247851,-0.376242
shop cho mình xin hình thật với,Shop cho mình xin hình thật vs,1,-35.989498,-30.513212
mình muốn đặt 2 cái cầu trượt bập bênh,Mình muốn đặt 2 cái cầu trượt bập bênh,1,-21.883686,-41.435535
gửi giúp mình link cầu trượt bập bênh với,Gửi giúp mình link cầu trượt bập bênh vs,3,-8.433317,-23.963169
hàng về chưa bạn,Hàng về chưa b,4,-70.792053,25.724075
bảoh hành về ạ,Baoh hàng về ạ,0,38.718582,26.444515
tình hình là bao lâu nữa mới có ốc vít về vậy chị,Tình hình là bao lâu nữa mới có ốc vít về vậy chị ?,3,8.640637,-17.031843
có hàng thì báo em,Có hàng thì báo em,4,-80.066879,3.372601
nhập hàng về rồi gửi ra cho em bộ ốc vít,Nhập hàng về rồi gửi ra cho em bộ ốc vít,2,1.060737,25.249336
chị giúp em giờ nó cũng lỡ rồi,Chị giúp em giờ nó cũng lỡ rồi,4,-39.062675,32.496902
em định chờ hàng chị về chứ sao giờ,Em đành chờ hàng chị về chứ sao giờ,2,-27.28129,26.426752
bàn ve chai lẹ quá gom mất tiêu rồi,Bà ve chai lẹ quá gom mất tiêu rồi,0,87.331436,21.800098
các thùng em để ngoài cũng ve chai gom rồi,Cái thùng em để ngoài cổng ve chai gom rồi,0,50.208252,29.033056
với không mẫu nào kèm bóng rổ đúng không shop,Với k mẫu nào kèm bóng rổ đúng k shop,1,-3.692109,-42.403271
mấy mẫu này nữa ạ để em cần nhắc ạ,Mấy mẫu này nữa ạ để e cân nhắc ạ,1,-16.548334,-41.245514
đúng rồi,Đúng rồi,4,-50.446186,50.414333
shop kiểm tra đàn rồi giửi giúp em với ạ,shop kiểm tra đàn r giửi giúp e với ạ,2,1.212358,24.610821
shop check giúp em với ạ,shop check giúp e với ạ,4,-49.912724,-13.058773
ad oi,Ad oi,5,40.490856,-63.993683
ad oi,Ad oi,5,40.490856,-63.993683
chị đang xuống rồi,c đang xuống rồi,2,-12.124564,32.526314
vietcombank nhé,Vietcombank nhé,0,56.099571,23.719715
chị thanh toán em được không ạ,c thanh toán e đc ko ạ,4,-64.122185,7.28845
tớ ở thành hóa,tớ ở thanh hóa,2,-0.54689,77.284454
được 5ạ ngõ 422/11/26 ngô gia tự,Đc : 5a ngõ 422/11/26 ngô gia tự,0,36.366482,47.733704
yêu hôm nay giao,Kêu hnay giao,2,-13.891585,52.459045
nay có chị tặng đài gọi,Nãy có c tổng đài gọi,2,-10.205694,45.455151
0938987848,0938987848,5,64.431297,-31.877163
cũng chưa thấy ai gọi,Cũng chưa thấy ai gọi,2,-37.173874,37.743149
vì nó quá nặng í,Vì nó quá nặng í,2,11.530732,49.716576
tớ đang hỏi bộ mà,T đang hỏi bô mà,4,-59.954281,-26.848866
chân thẳng là như nào nhỉ,Chân thẳng là như nào nhỉ?,1,8.005875,-56.917
tớ mua cho bé trai,T mua cho bé trai,3,-26.287699,-11.945566
còn bộ này thì sao shop,còn bộ này thì sao shop,1,-23.83646,-70.418793
gửi mình ảnh thật nhá,Gửi m ảnh thật nhá,0,45.926666,16.588196
thế để mình cân nhắc đã có gì mình nhắn lại bạn sau nha,"Thế để m cân nhắc đã, có gì mình nhắn lại b sau nha.",3,1.783364,-18.466541
ý mình hỏi là kich thước thế nào to hay nhỏ đấy ạ bạn,"Ý mình hỏi là kích thước thế nào, to hay nhỏ đấy ạ b",1,-0.43025,-54.690552
lấy nguyên bộ bạn,Lấy nguyên bộ bạn,1,-12.376031,-27.625288
dùng đến mấy tuổi ạ,Dùng đến mấy tuổi ạ,4,-46.980358,12.233174
hơ much,How much?,5,52.27877,-67.208336
do you have lazada,Do you have lazada?,5,51.29567,-67.496483
hơ much,How much?,5,52.278412,-67.209709
shop đâu ùi ạ,Shop đâu ùi ạ,3,33.486988,-11.595388
đây ạ,Đây ạ,1,-5.119323,-36.015846
nó bằng cái này đúng không shop,Nó bằng cái này đúng ko shop,1,-32.599514,-48.92057
kích thước 1m8-2m,Kích thước 1m8-2m,5,20.75036,-58.270699
lấy em nhé,Lấy e nhé,4,-59.103348,-7.474989
mình chuyển 700 trước nhé,Mình chuyển 700 trc nhe,2,-3.341855,31.836149
mình chuyển luôn,Mình chuyển luôn,4,-66.399445,-4.110332
shop,Shop,1,-46.409924,-63.422455
mình ở hậu giang,Mình  ơ hậu Giang,0,43.105782,48.777706
em bé nhà mình bé trai,e bé nhà m bé trai,4,-51.302738,0.569241
mình cần trong sáng đến trưa giao cho mình được không,m cần trong sáng đến trưa giao cho m đc k,4,-58.657944,37.296959
mai giao trong sáng cho mình nhé,mai giao trong sáng cho m nhé,4,-64.334602,37.603413
cước vận chuyển tận 150k à,Cước vận chuyển tận 150k ak,0,83.939514,14.13143
cao đơn về tận 940k nữa à,Sao đơn về tận 940k nữa ak,0,39.31509,2.011917
mình lấy cả hâm sữa,Mình lấy cả hâm sữa,1,-29.164328,-25.379406
bên shop có loại nào ạ,Bên shop có loại nào ạ,1,-7.406365,-74.5672
mình muốn mua máy tiệt trùng uv,Mình muốn mua máy tiệt trung uv,3,-10.540809,-11.916299
vậy để em cất vào ạ,Vậy để e cất vào ạ,4,-29.134909,1.302086
nó bị 2 bên lun ấy à,Nó bị 2 bên lun ấy ak,3,-5.457633,-13.046646
vậy làm ơn đổi giúp em được không,Vậy làm ơn đổi giúp e dc ko,2,-24.93136,31.418957
cả 2 bên lun ấy ạ,Cả 2 bên lun ấy ạ,1,-1.68726,-39.090996
huhu,Huhu,5,55.036659,-65.854828
nhưng em dán mất rồi ạ,Nhưng e dán mất r ạ,2,-7.74449,19.518602
em dán 1 bên xong mới thấy,E dán 1 bên xong mới thấy,4,-27.960953,17.174959
máy có mấy hộp xay hả shop,Máy có mấy hộp xay hả shop,1,-24.373501,-34.059921
máy xay hấp fatz pro 3,Máy xay hấp fatz pro3,0,62.325684,13.863021
cho mình hỏi,Cho mình hỏi,1,-75.017799,-48.102047
hay có những loại nào tốt,Hay có những loại nào tốt,1,-2.057921,-63.120659
máy xay hấp bên shop loại fatz,Máy xay hấp bên shop loại fatz,3,23.578548,-18.333532
cho mình hỏi chút,Cho mình hỏi chút,3,-20.879322,-6.612448
mẫu này ạ,Mẫu này ạ,1,-14.038135,-69.89016
bảo gửi cơ mai,Bảo gửi cô Mai,2,-11.200968,41.982548
cửa hàng giầy mở cửa,Cửa hàng giầy mở cửa,0,56.103065,33.357487
không gọi được thì gửi cửa hàng giầy,Ko gọi đc thì gửi cửa hàng giầy,4,-37.865494,38.197018
không thì gọi grab ngoài cho m’,Ko thì gọi grab ngoài cho m’,0,24.486691,25.274384
vì hứa với bé rồi,Vì hứa với bé rồi,3,-2.330805,5.329014
giao trong hôm nay giúp m’ nhé,Giao trong hnay giúp m’ nhé,2,-15.729031,52.574955
sáng mai em nhé,Sáng mai em nhé,4,-39.070599,34.209724
lấy chị t15 nhé,Lấy chị t15 nhé,3,19.638466,9.798487
hoặc t13 cũng được,hoặc t13 cũng đc,0,44.04781,32.340092
mai chị lại về ecopả cơ,Mai c lại về ecopark cơ,2,4.881571,45.528652
hà nội chị mới ở đấy,Hn chị mới ở đấy,2,-19.922224,76.340683
link không mở được em ở,Link ko mở đc e ô,2,-34.309563,48.071964
có mấy ngày mình nhận được hàng z bạn,cỡ mấy ngày m nhận đc hàng z b?,4,-44.518959,38.47805
hồng nha bạn,hồng nha b,4,-41.8759,6.737841
hãng fazt ạ,Hãng fazt ạ,0,58.776188,-2.235272
số nhà 2 ngách 138 ngõ quan thổ 1 đường tôn đức thắng-hà nội 098 98 37 888,"Số nhà 2, ngách 138, ngõ quan thổ 1, đường tôn đức thắng-Hà nội .098.98.37.888",0,41.177948,52.385578
cho mình xin gái với,Cho m xin gái với,1,-36.160011,-32.452892
mình thấy shop đăng hôm qua,M thấy shop đăng hqua,4,-63.128761,39.968052
bao giờ có hả shop,Bao giờ có hả Shop,1,-41.635422,-59.393169
loại như mình gửi hình nè shop,Loại như mình gửi hình nè shop,1,-8.168585,-53.997391
bạn mình muốn được 2 cái như vậy shop ạ,Bạn mình muốn được 2 cái như vậy shop ah,1,-46.43177,-59.006226
loại này nè,Loại này nè,3,24.457924,-31.279875
cái quây này để trực tiếp lên nệm được không,Cái quây này để trực tiếp lên nệm đc ko,3,-0.144701,12.050342
được em đặt quây cũi nhựa ạ,Đc e đặt quây cũi nhựa ạ,3,-16.802704,4.904292
bộ này nặng và cồng kềnh không chị,Bộ này nặng va cồng kềnh ko c,3,18.088455,-19.305803
em ở sài gòn ạ,E ở sg ạ,2,11.661297,54.268948
hàng không về hả bạn,Hàng k về hả b,4,-80.170006,11.244571
vậy bộ có cả cầu trượt xích đu đầy đủ,Vậy bộ có cả cầu trươt xích đu đầy đủ,3,-4.593299,-27.197063
cho mình hỏi bộ quây bóng,Cho m hỏi bộ quây bóng,1,-37.493046,-25.135042
tủ này đến tối mình không ở nhà,Từ nay đến tối mình ko ở nhà,2,-34.644993,55.286835
đúng rồi bạn ạ,Đúng rồi bạn ạ,4,-74.098404,11.670679
nhưng chỉ có 7 thanh chống,Nhưng chỉ có 7 thanh chống,3,9.456988,-7.087506
hôm nay mình đã nhận được hàng,Hnay mình đã nhận đc hàng,4,-64.750954,44.796619
có lấy quà ạ,Có lấy quà ạ,3,1.901612,-36.16444
hjx,Hjx,5,61.920918,-25.693193
để được khoảng mấy mình ạ,Để dc khoảng mấy bình ạ,4,-59.401543,5.819938
thảo,Thảo,5,37.565639,-57.254574
liên hệ 0976502063,Liên hệ: 0976502063,5,40.028652,-41.180622
tư vấn giúp mình về cũi mamago,Tư vấn giúp mình về cũi mamago,0,36.534676,19.29327
bé mình 7 tháng,Bé m 7thang,4,-50.293362,0.059879
tưởng kiêm đệm cho bé ấy bạn,Gường kiêm đệm cho bé ấy b,3,16.083847,2.50316
ạ pe nha mình mới được 8 thag ạ,Ah pe nha mik moi dc 8 thag ah,2,6.359678,20.785166
ban,Ban,5,41.283924,-39.719891
từ mấy thag la pe sử dụng được ba,Tu mây thag la pe sd dc ba,0,68.669365,33.191246
vô lăng bnju ạ,Vô lăng bnju ạ,0,81.921646,12.896843
chắc chắn không ạ,Chắc chắn k ạ,4,-27.366472,7.453619
và chính sách như nào ạ,Và chính sách như nào ạ,1,0.276184,-61.552971
xách theo cơ,Cách tháo cơ,0,95.94368,8.024695
cách lắp thì tớ biết rồi,Cách lắp thì t biết rồi,2,-26.71282,25.03269
bây giờ mình muốn tháo ra mà không tháo được,Bây giờ mình muốn tháo ra mà k tháo được,2,-15.133583,35.394451
vịt nay con không chị,Vịt nay con k chị,2,-17.561691,47.192673
50 ml 3c 500 ml 1c,"50 mL 3c, 500 mL 1c",5,44.604191,-68.125221
uh bạn,Uh b,3,-2.853781,15.092528
cai 400k ha ban,Cai 400k ha ban,5,39.356113,-48.112041
gửi hình qua dum,Gui hinh qua dum,0,34.526691,20.13876
ủa vậy giao chưa,Ua vay giam chua,2,-0.424314,43.046307
499k la cai gi vay,499k la cai gi vay,5,37.962757,-54.399849
cao thị hải yến thôn tân cảnh xã cảnh dương huyện quảng trạch tỉnh quảng bình 0977794322,"Cao thị hải yến
Thôn tân cảnh xã cảnh dương huyện quảng trạch tỉnh quảng bình
0977794322",0,51.264263,51.904377
280k luôn,280k luôn,0,81.276924,26.352425
tầm này bán lẻ không à,Tấm này bán lẻ ko ak,3,12.016056,-20.380142
0839261199,0839261199,5,72.097549,-34.700752
được tổ 27 phường hoàng diệu thành phố thái bình,"Đc tổ 27, phường hoàng diệu thành phố thái bình",2,2.404874,74.079788
cho mình hỏi thêm là sản phẩm này của nước nào sản xuất nhỉ,Cho m hỏi thêm là sp này của nc nào sx nhỉ,1,-14.780604,-51.598625
lấy mình 1 cái,Lấy mình 1 cái,1,-57.721584,-37.184212
được 1048a phạm văn thuận p tân mai biên hòa đồng nai bệnh viện hoàn mỹ quốc tế đồng nai ạ tường 0985449507,Dc 1048A phạm văn thuận.p tân mai biên hòa đồng nai.bệnh viện hoàn mỹ quốc tế đồng nai.a Tường 0985449507,0,57.57626,49.093395
đơn hàng mình đã thanh toán,Đơn hàng mình đã thanh toán,2,-19.499697,29.174372
cho mình hỏi thảm phải shop bán trên tiki không ạ,Cho mình hỏi thăm phải shop bán trên tiki ko ạ?,1,-50.162903,-25.616108
uh,Uh,0,75.067757,34.110859
hôm bữa sao nó giao xuong no thu mình thêm 160k vay tien gi vay,Hom bua sao no giao Xuong no thu m them 160k vay ? Tien  gi vay?,0,66.220764,31.477636
400k phai không,400k phai ko,0,82.955467,28.976974
1m6 nhe,1m6 nhe,5,42.341347,-44.775913
bạn đừng gửi lon nua nhe,"B dung gui lon nua nhe ,",0,82.413528,23.077847
ali,Ali,5,72.022057,-36.104034
bao lâu thì nhân được ạ,bao lau thi nhan dc ạ,4,-23.069372,9.291543
cho mình xin thông tin của hồ này nhé shop,Cho mình xin thông tin của hồ này nhé shop,1,-33.143517,-16.761635
2 đứa nhà em cứ hỏi mãi,2 đứa nhà e cứ hỏi mãi,3,17.359413,10.815246
đã có hàng chưa ạ,Đã có hang chua ạ,4,-68.321335,10.303962
so giup em nhé,Som giup e nhe,0,46.617764,21.679413
shop ở đâu ạ,Shop o đâu a,4,-54.367771,13.031958
giao sang sớm càng tốt a,Giao cang sớm càng tot a,0,40.093788,33.956589
shop,Shop,1,-46.419044,-63.418449
mình nhận rồi,M nhận r,4,-70.984367,36.723976
techcombank,Techcombank,5,46.128494,-68.055481
nguyễn thị diệu trang,Nguyễn Thị Diệu Trang,2,6.314767,63.285706
19024085656888,19024085656888,5,74.526619,-40.157196
mua bán bực mình thế,Mua bán bực mình thế,3,1.733432,-27.791914
hay nhỉ,Hay nhỉ,1,-32.705879,-69.553543
thế bạn phải xử lý thế nào,Thế b phải xử lý thế nào?,1,8.630865,-54.924557
đợt trước mua ghế ăn dặm ăn ý lắm ai cg khen hy vọng đợt này hãng sẽ cực ăn ý,đợt trước mua ghế ăn dặm ăn ý lắm ai cg khen hy vọng đợt này hàng sẽ cực ăn ý,0,63.013725,13.488461
đặt rồi shop nhá,đặt rùi shop nhá,0,25.163841,24.691172
để em đăth,để em đăth,0,33.656181,18.124691
sao vậy ạ,seo vậy ạ,1,-33.674862,-65.37233
bao giờ bên bạn giao,Bao giờ bên bạn giao,4,-79.863838,13.357758
giao trong ngày hôm nay nhé,Giao trong ngày hnay nhé,4,-64.960915,47.861866
mẫu này là 1 5-2m đúng không bạn,"Mẫu này là 1,5-2m đúng k b",1,-11.16515,-43.847504
đúng là lĩnh nam bạn nhé,Đúng là Lĩnh Nam b nhé,3,-17.077248,8.704986
